Instancename,Availabilityzone1a(USD),Availabilityzone1b(USD),Availabilityzone1c(USD),LowestPrice(USD),DateTime
t3.medium,0.013400,0.013400,0.013500,0.0134,2020-10-09 06:34:02+00:00
